collection,industry,case_id,subject,scene,model,status,image,prompt,reference_image,reference_url,tags
Film & TV,Film & TV,FTV-32,Israeli political thriller,Control room ensemble still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-32.png,"Create a realistic production still for an Israeli political thriller in a crisis control room. A diverse team of analysts, journalists, and negotiators watches blank monitor walls during a tense overnight briefing, practical fluorescent lighting, documentary realism, morally complex tone, no readable text, no flags, no logos.",,,Film & TV; Israel; Thriller; Political; Docudrama; Production Still; Lighting Study; No-text production asset; Diverse casting
Film & TV,Film & TV,FTV-32,Israeli political thriller,Control room ensemble still,wan2.7-image,ok,assets/wan2.7-image_FTV-32.png,"Create a realistic production still for an Israeli political thriller in a crisis control room. A diverse team of analysts, journalists, and negotiators watches blank monitor walls during a tense overnight briefing, practical fluorescent lighting, documentary realism, morally complex tone, no readable text, no flags, no logos.",,,Film & TV; Israel; Thriller; Political; Docudrama; Production Still; Lighting Study; No-text production asset; Diverse casting
Film & TV,Film & TV,FTV-33,Egyptian historical epic,Ancient city set extension concept,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-33.png,"Create a production concept image for an Egyptian historical epic set in an ancient riverside city. Practical foreground set with merchants, scribes, linen costumes, boats on the Nile, and a believable digital set extension of temples in the distance. Museum-informed detail, warm dust light, no readable hieroglyphs, no text, no logos.",,,Film & TV; Egypt; Historical; Set Extension; No-text production asset
Film & TV,Film & TV,FTV-33,Egyptian historical epic,Ancient city set extension concept,wan2.7-image,ok,assets/wan2.7-image_FTV-33.png,"Create a production concept image for an Egyptian historical epic set in an ancient riverside city. Practical foreground set with merchants, scribes, linen costumes, boats on the Nile, and a believable digital set extension of temples in the distance. Museum-informed detail, warm dust light, no readable hieroglyphs, no text, no logos.",,,Film & TV; Egypt; Historical; Set Extension; No-text production asset
Film & TV,Film & TV,FTV-34,Persian historical romance,Court costume texture sheet,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-34.png,"Create a costume texture sheet for a Persian historical romance series. Arrange eight close-up fabric and accessory studies: embroidered robe sleeve, silk sash, turquoise ring, leather boots, veil edge, brass hair ornament, manuscript pouch, patterned cloak. Rich but realistic materials, clean spacing on warm neutral background, no labels, no text.",,,Film & TV; Persia; Romance; Historical; Legal; Costume Design; Production Board; No-text production asset
Film & TV,Film & TV,FTV-34,Persian historical romance,Court costume texture sheet,wan2.7-image,ok,assets/wan2.7-image_FTV-34.png,"Create a costume texture sheet for a Persian historical romance series. Arrange eight close-up fabric and accessory studies: embroidered robe sleeve, silk sash, turquoise ring, leather boots, veil edge, brass hair ornament, manuscript pouch, patterned cloak. Rich but realistic materials, clean spacing on warm neutral background, no labels, no text.",,,Film & TV; Persia; Romance; Historical; Legal; Costume Design; Production Board; No-text production asset
Film & TV,Film & TV,FTV-35,Queer coming-of-age,Prom night ensemble poster,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-35.png,"Create a vertical poster for a queer coming-of-age streaming series. A diverse group of high school seniors stand outside a community center prom at twilight, including Black, Latino, Asian, white, trans, and disabled teens, authentic styling, joyful but grounded emotion, fairy lights, realistic photography. Include exactly one English title: After the Last Song. No extra text.",,,Film & TV; LGBTQ; Poster & Key Art; English text; Multilingual text test; Diverse casting
Film & TV,Film & TV,FTV-35,Queer coming-of-age,Prom night ensemble poster,wan2.7-image,ok,assets/wan2.7-image_FTV-35.png,"Create a vertical poster for a queer coming-of-age streaming series. A diverse group of high school seniors stand outside a community center prom at twilight, including Black, Latino, Asian, white, trans, and disabled teens, authentic styling, joyful but grounded emotion, fairy lights, realistic photography. Include exactly one English title: After the Last Song. No extra text.",,,Film & TV; LGBTQ; Poster & Key Art; English text; Multilingual text test; Diverse casting
Film & TV,Film & TV,FTV-36,Children's preschool animation,Animal town character lineup,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-36.png,"Create a preschool animation character lineup on a clean white background. Six original friendly animal neighbors from a small town: fox mail carrier, bear baker, rabbit inventor, turtle librarian, otter firefighter, sparrow musician. Simple appealing shapes, soft colors, consistent proportions, front-facing poses, production-ready spacing, no text, no logos.",,,Film & TV; Kids; Character Lineup; No-text production asset
Film & TV,Film & TV,FTV-36,Children's preschool animation,Animal town character lineup,wan2.7-image,ok,assets/wan2.7-image_FTV-36.png,"Create a preschool animation character lineup on a clean white background. Six original friendly animal neighbors from a small town: fox mail carrier, bear baker, rabbit inventor, turtle librarian, otter firefighter, sparrow musician. Simple appealing shapes, soft colors, consistent proportions, front-facing poses, production-ready spacing, no text, no logos.",,,Film & TV; Kids; Character Lineup; No-text production asset
Film & TV,Film & TV,FTV-37,Stop-motion animation,Miniature bedroom set design,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-37.png,"Create a stop-motion animation set design photo of a miniature child's attic bedroom built from paper, wood, fabric, and tiny practical props. Moonlight through round window, handmade textures, visible scale charm, carefully dressed shelves, warm practical lamp, production workshop realism, no text, no logos.",,,Film & TV; Costume Design; Set Design; No-text production asset
Film & TV,Film & TV,FTV-37,Stop-motion animation,Miniature bedroom set design,wan2.7-image,ok,assets/wan2.7-image_FTV-37.png,"Create a stop-motion animation set design photo of a miniature child's attic bedroom built from paper, wood, fabric, and tiny practical props. Moonlight through round window, handmade textures, visible scale charm, carefully dressed shelves, warm practical lamp, production workshop realism, no text, no logos.",,,Film & TV; Costume Design; Set Design; No-text production asset
Film & TV,Film & TV,FTV-38,High fantasy streaming series,Ensemble character height chart,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-38.png,"Create a high fantasy streaming series ensemble height chart on white background. Six original characters: elderly queen, young mapmaker, mountain warrior, desert healer, forest scout, sea captain. Full-body front poses, distinct silhouettes, practical costume cultures, consistent scale, blank base line only, no labels, no text, no logos.",,,Film & TV; Fantasy; Character Lineup; Costume Design; No-text production asset
Film & TV,Film & TV,FTV-38,High fantasy streaming series,Ensemble character height chart,wan2.7-image,ok,assets/wan2.7-image_FTV-38.png,"Create a high fantasy streaming series ensemble height chart on white background. Six original characters: elderly queen, young mapmaker, mountain warrior, desert healer, forest scout, sea captain. Full-body front poses, distinct silhouettes, practical costume cultures, consistent scale, blank base line only, no labels, no text, no logos.",,,Film & TV; Fantasy; Character Lineup; Costume Design; No-text production asset
Film & TV,Film & TV,FTV-39,Orbital rescue drama,VFX cockpit and ocean planet plate,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-39.png,"Create a VFX concept frame for an original orbital rescue drama. Two pilots with different ethnic backgrounds sit in a practical near-future spacecraft cockpit with blank glowing displays, looking toward a massive blue ocean planet outside the window. Realistic set pieces, controlled lens flare, grounded streaming drama tone, no readable text, no logos, no franchise references.",,,Film & TV; Drama; Sci-fi; VFX; Set Design; No-text production asset
Film & TV,Film & TV,FTV-39,Orbital rescue drama,VFX cockpit and ocean planet plate,wan2.7-image,ok,assets/wan2.7-image_FTV-39.png,"Create a VFX concept frame for an original orbital rescue drama. Two pilots with different ethnic backgrounds sit in a practical near-future spacecraft cockpit with blank glowing displays, looking toward a massive blue ocean planet outside the window. Realistic set pieces, controlled lens flare, grounded streaming drama tone, no readable text, no logos, no franchise references.",,,Film & TV; Drama; Sci-fi; VFX; Set Design; No-text production asset
Film & TV,Film & TV,FTV-40,Post-apocalyptic survival,Costume weathering and prop board,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-40.png,"Create a costume weathering and prop board for an original post-apocalyptic survival drama. Clean arranged objects: patched jacket, dust-covered boots, hand-crank radio, water filter, seed tin, repaired backpack, family photo with blank face detail, field notebook with no readable writing. Realistic wear, neutral background, no labels, no text.",,,Film & TV; Family drama; Drama; Survival; Post-apocalyptic; Props; Costume Design; Production Board; No-text production asset
Film & TV,Film & TV,FTV-40,Post-apocalyptic survival,Costume weathering and prop board,wan2.7-image,ok,assets/wan2.7-image_FTV-40.png,"Create a costume weathering and prop board for an original post-apocalyptic survival drama. Clean arranged objects: patched jacket, dust-covered boots, hand-crank radio, water filter, seed tin, repaired backpack, family photo with blank face detail, field notebook with no readable writing. Realistic wear, neutral background, no labels, no text.",,,Film & TV; Family drama; Drama; Survival; Post-apocalyptic; Props; Costume Design; Production Board; No-text production asset
Film & TV,Film & TV,FTV-41,Documentary reenactment,Historical docudrama courtroom still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-41.png,"Create a historically grounded docudrama reenactment still in a 1960s civil rights courtroom. Black attorney, Latina journalist, white judge, and community witnesses are arranged in tense but realistic blocking. Period-accurate wardrobe, natural film grain, respectful documentary tone, blank documents only, no readable text, no logos.",,,Film & TV; Historical; Period drama; Docudrama; Production Still; No-text production asset
Film & TV,Film & TV,FTV-41,Documentary reenactment,Historical docudrama courtroom still,wan2.7-image,ok,assets/wan2.7-image_FTV-41.png,"Create a historically grounded docudrama reenactment still in a 1960s civil rights courtroom. Black attorney, Latina journalist, white judge, and community witnesses are arranged in tense but realistic blocking. Period-accurate wardrobe, natural film grain, respectful documentary tone, blank documents only, no readable text, no logos.",,,Film & TV; Historical; Period drama; Docudrama; Production Still; No-text production asset
Film & TV,Film & TV,FTV-42,Cooking competition reality,Studio set and contestant key visual,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-42.png,"Create a key visual for an original cooking competition reality series. Diverse contestants cook at individual stations in a bright studio kitchen, judges observing from a clean counter, colorful ingredients, steam, realistic food styling, polished unscripted TV energy. Keep all signage and aprons blank, no logos, no text.",,,Film & TV; Reality TV; Set Design; No-text production asset; Diverse casting
Film & TV,Film & TV,FTV-42,Cooking competition reality,Studio set and contestant key visual,wan2.7-image,ok,assets/wan2.7-image_FTV-42.png,"Create a key visual for an original cooking competition reality series. Diverse contestants cook at individual stations in a bright studio kitchen, judges observing from a clean counter, colorful ingredients, steam, realistic food styling, polished unscripted TV energy. Keep all signage and aprons blank, no logos, no text.",,,Film & TV; Reality TV; Set Design; No-text production asset; Diverse casting
Film & TV,Film & TV,FTV-43,Music competition,Stage lighting social banner,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-43.png,"Create a 16:9 social media banner for an original music competition finale. A South Asian singer, Black guitarist, Latina drummer, and East Asian keyboardist perform on a modern stage, dramatic beams, audience silhouettes, premium broadcast lighting. Leave large clean negative space on the left for later title overlay. No text, no logos.",,,Film & TV; Music; Reality TV; Lighting Study; No-text production asset
Film & TV,Film & TV,FTV-43,Music competition,Stage lighting social banner,wan2.7-image,ok,assets/wan2.7-image_FTV-43.png,"Create a 16:9 social media banner for an original music competition finale. A South Asian singer, Black guitarist, Latina drummer, and East Asian keyboardist perform on a modern stage, dramatic beams, audience silhouettes, premium broadcast lighting. Leave large clean negative space on the left for later title overlay. No text, no logos.",,,Film & TV; Music; Reality TV; Lighting Study; No-text production asset
Film & TV,Film & TV,FTV-44,True crime podcast adaptation,Evidence object macro key art,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-44.png,"Create a vertical key art image for a true-crime podcast adaptation. Macro tabletop still life: cassette recorder, motel key, rain-speckled window reflection, sealed evidence bag with blank label, half-empty coffee, soft police lights outside. Tense restrained mood, realistic photography, no readable text, no gore, no logos.",,,Film & TV; Crime; Poster & Key Art; Production Still; Props; No-text production asset
Film & TV,Film & TV,FTV-44,True crime podcast adaptation,Evidence object macro key art,wan2.7-image,ok,assets/wan2.7-image_FTV-44.png,"Create a vertical key art image for a true-crime podcast adaptation using objects only. Macro tabletop still life: cassette recorder, motel key, rain-speckled window reflection, sealed evidence bag with completely blank label, half-empty coffee, soft police lights outside. Tense restrained mood, realistic photography. No title, no typography, no readable text, no gore, no logos.",,,Film & TV; Crime; Poster & Key Art; Production Still; Props; No-text production asset
Film & TV,Film & TV,FTV-45,Polish crime drama,Warsaw winter crime still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-45.png,"Create a realistic production still for a Polish crime drama in winter Warsaw. A weary female detective and a young tech analyst stand beside a frozen tram stop after midnight, sodium streetlights, breath vapor, practical coats, quiet tension, documentary realism, no readable signage, no logos.",,,Film & TV; Poland; Crime; Drama; Docudrama; Production Still
Film & TV,Film & TV,FTV-45,Polish crime drama,Warsaw winter crime still,wan2.7-image,ok,assets/wan2.7-image_FTV-45.png,"Create a realistic production still for a Polish crime drama in winter Warsaw. A weary female detective and a young tech analyst stand beside a frozen tram stop after midnight, sodium streetlights, breath vapor, practical coats, quiet tension, documentary realism, no readable signage, no logos.",,,Film & TV; Poland; Crime; Drama; Docudrama; Production Still
Film & TV,Film & TV,FTV-46,Italian family saga,Sicilian family dinner blocking,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-46.png,"Create a cinematic blocking reference for an Italian family saga set in Sicily. A multigenerational family sits around a long outdoor dinner table under lemon trees, unresolved inheritance tension, linen tablecloth, practical sunset light, grounded performances, no weapons, no readable text, no logos.",,,Film & TV; Italy; Family drama; Reference-driven; No-text production asset
Film & TV,Film & TV,FTV-46,Italian family saga,Sicilian family dinner blocking,wan2.7-image,ok,assets/wan2.7-image_FTV-46.png,"Create a cinematic blocking reference for an Italian family saga set in Sicily. A multigenerational family sits around a long outdoor dinner table under lemon trees, unresolved inheritance tension, linen tablecloth, practical sunset light, grounded performances, no weapons, no readable text, no logos.",,,Film & TV; Italy; Family drama; Reference-driven; No-text production asset
Film & TV,Film & TV,FTV-47,Greek island mystery,Island harbor suspect board poster,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-47.png,"Create a vertical poster for a Greek island mystery series. A Greek coast guard investigator stands on a quiet harbor pier at blue hour, fishing boats behind her, one distant villa lit on a cliff, elegant Mediterranean noir mood. Include exactly one Greek title: Σκιές στο Νησί. No subtitle, no logos, no extra text.",,,Film & TV; Greece; Noir; Mystery; Poster & Key Art; Production Board; Greek text; Multilingual text test
Film & TV,Film & TV,FTV-47,Greek island mystery,Island harbor suspect board poster,wan2.7-image,ok,assets/wan2.7-image_FTV-47.png,"Create a vertical poster for a Greek island mystery series. A Greek coast guard investigator stands on a quiet harbor pier at blue hour, fishing boats behind her, one distant villa lit on a cliff, elegant Mediterranean noir mood. Include exactly one Greek title: Σκιές στο Νησί. No subtitle, no logos, no extra text.",,,Film & TV; Greece; Noir; Mystery; Poster & Key Art; Production Board; Greek text; Multilingual text test
Film & TV,Film & TV,FTV-48,Portuguese music drama,Fado club production still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-48.png,"Create a realistic production still for a Portuguese music drama inside a small Lisbon fado club. An older singer, a young Cape Verdean guitarist, and a quiet audience share a suspended emotional moment, warm low light, tiled walls, lived-in details, no readable posters, no logos.",,,Film & TV; Portugal; Drama; Music; Production Still
Film & TV,Film & TV,FTV-48,Portuguese music drama,Fado club production still,wan2.7-image,ok,assets/wan2.7-image_FTV-48.png,"Create a realistic production still for a Portuguese music drama inside a small Lisbon fado club. An older singer, a young Cape Verdean guitarist, and a quiet audience share a suspended emotional moment, warm low light, tiled walls, lived-in details, no readable posters, no logos.",,,Film & TV; Portugal; Drama; Music; Production Still
Film & TV,Film & TV,FTV-49,Dutch teen sci-fi,Canal house lab set design,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-49.png,"Create a set design frame for a Dutch teen sci-fi series. Inside an Amsterdam canal house attic, three teenagers assemble a clean-energy prototype from bicycles, glass tubes, and salvaged electronics. Rainy canal visible through window, grounded playful science, realistic props, no readable text, no logos.",,,Film & TV; Netherlands; Sci-fi; Set Design; No-text production asset
Film & TV,Film & TV,FTV-49,Dutch teen sci-fi,Canal house lab set design,wan2.7-image,ok,assets/wan2.7-image_FTV-49.png,"Create a set design frame for a Dutch teen sci-fi series. Inside an Amsterdam canal house attic, three teenagers assemble a clean-energy prototype from bicycles, glass tubes, and salvaged electronics. Rainy canal visible through window, grounded playful science, realistic props, no readable text, no logos.",,,Film & TV; Netherlands; Sci-fi; Set Design; No-text production asset
Film & TV,Film & TV,FTV-50,Sami arctic drama,Reindeer migration night scene,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-50.png,"Create a respectful cinematic still for a contemporary Sámi Arctic drama. A young Sámi herder checks a GPS collar during reindeer migration under northern lights, snowmobile tracks, practical winter gear, family member waiting near a small fire, natural cold light, no text, no logos.",,,Film & TV; Sami; Family drama; Drama; Production Still; No-text production asset; Indigenous representation
Film & TV,Film & TV,FTV-50,Sami arctic drama,Reindeer migration night scene,wan2.7-image,ok,assets/wan2.7-image_FTV-50.png,"Create a respectful cinematic still for a contemporary Sámi Arctic drama. A young Sámi herder checks a GPS collar during reindeer migration under northern lights, snowmobile tracks, practical winter gear, family member waiting near a small fire, natural cold light, no text, no logos.",,,Film & TV; Sami; Family drama; Drama; Production Still; No-text production asset; Indigenous representation
Film & TV,Film & TV,FTV-51,Inuit survival thriller,Arctic research station key frame,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-51.png,"Create a realistic key frame for an Inuit-led Arctic survival thriller. An Inuit climatologist and a rescue pilot inspect a damaged research station door during a whiteout, practical parkas, frost on goggles, tense but grounded atmosphere, no readable labels, no logos.",,,Film & TV; Inuit; Thriller; Survival; Production Still; Indigenous representation
Film & TV,Film & TV,FTV-51,Inuit survival thriller,Arctic research station key frame,wan2.7-image,ok,assets/wan2.7-image_FTV-51.png,"Create a realistic key frame for an Inuit-led Arctic survival thriller. An Inuit climatologist and a rescue pilot inspect a damaged research station door during a whiteout, practical parkas, frost on goggles, tense but grounded atmosphere, no readable labels, no logos.",,,Film & TV; Inuit; Thriller; Survival; Production Still; Indigenous representation
Film & TV,Film & TV,FTV-52,Quebec comedy,Winter apartment ensemble thumbnail,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-52.png,"Create a vertical streaming thumbnail for a Quebec ensemble comedy. Four neighbors from different backgrounds share a cramped snowy Montreal apartment hallway during a power outage, awkward warmth, winter coats, candles, dry humor, natural photography. Include exactly one French title: Le Palier. No other text or logos.",,,Film & TV; France; Quebec; Comedy; Poster & Key Art; French text; Multilingual text test
Film & TV,Film & TV,FTV-52,Quebec comedy,Winter apartment ensemble thumbnail,wan2.7-image,ok,assets/wan2.7-image_FTV-52.png,"Create a vertical streaming thumbnail for a Quebec ensemble comedy. Four neighbors from different backgrounds share a cramped snowy Montreal apartment hallway during a power outage, awkward warmth, winter coats, candles, dry humor, natural photography. Include exactly one French title: Le Palier. No other text or logos.",,,Film & TV; France; Quebec; Comedy; Poster & Key Art; French text; Multilingual text test
Film & TV,Film & TV,FTV-53,Argentine tango noir,Buenos Aires dance hall poster,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-53.png,"Create a vertical poster for an Argentine tango noir series. A retired dancer and a young prosecutor face each other in an empty Buenos Aires dance hall, polished wooden floor, smoky window light, mystery tone, elegant wardrobe. Include exactly one Spanish title: La Última Milonga. No subtitle, no logos, no extra text.",,,Film & TV; Spain; Argentina; Dance; Noir; Mystery; Poster & Key Art; Spanish text; Multilingual text test
Film & TV,Film & TV,FTV-53,Argentine tango noir,Buenos Aires dance hall poster,wan2.7-image,ok,assets/wan2.7-image_FTV-53.png,"Create a vertical poster for an Argentine tango noir series. A retired dancer and a young prosecutor face each other in an empty Buenos Aires dance hall, polished wooden floor, smoky window light, mystery tone, elegant wardrobe. Include exactly one Spanish title: La Última Milonga. No subtitle, no logos, no extra text.",,,Film & TV; Spain; Argentina; Dance; Noir; Mystery; Poster & Key Art; Spanish text; Multilingual text test
Film & TV,Film & TV,FTV-54,Chile mining drama,Atacama rescue operations board,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-54.png,"Create a production operations board for a Chilean mining rescue drama. Six realistic tiles: Atacama desert exterior, mine elevator, rescue engineer close-up, family waiting tent, dusty control room, sunrise over drilling rig. Warm desert palette, blank separators only, no labels, no readable text, no logos.",,,Film & TV; Chile; Family drama; Drama; Production Board; No-text production asset
Film & TV,Film & TV,FTV-54,Chile mining drama,Atacama rescue operations board,wan2.7-image,ok,assets/wan2.7-image_FTV-54.png,"Create a production operations board for a Chilean mining rescue drama. Six realistic tiles: Atacama desert exterior, mine elevator, rescue engineer close-up, family waiting tent, dusty control room, sunrise over drilling rig. Warm desert palette, blank separators only, no labels, no readable text, no logos.",,,Film & TV; Chile; Family drama; Drama; Production Board; No-text production asset
Film & TV,Film & TV,FTV-55,Peruvian Andes magical realism,Mountain village key art,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-55.png,"Create a vertical key art poster for a Peruvian Andes magical realism series. A Quechua teenage girl stands on a mountain path at dawn as woven ribbons float gently toward a cloud-shaped condor silhouette, realistic village details, respectful wardrobe, poetic mood. No readable text, no logos.",,,Film & TV; Peru; Magical realism; Poster & Key Art; No-text production asset
Film & TV,Film & TV,FTV-55,Peruvian Andes magical realism,Mountain village key art,wan2.7-image,ok,assets/wan2.7-image_FTV-55.png,"Create a vertical key art poster for a Peruvian Andes magical realism series. A Quechua teenage girl stands on a mountain path at dawn as woven ribbons float gently toward a cloud-shaped condor silhouette, realistic village details, respectful wardrobe, poetic mood. No readable text, no logos.",,,Film & TV; Peru; Magical realism; Poster & Key Art; No-text production asset
Film & TV,Film & TV,FTV-56,Colombian newsroom drama,Bogota investigative newsroom still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-56.png,"Create a realistic production still for a Colombian investigative newsroom drama in Bogotá. Afro-Colombian editor, young reporter, and Indigenous photographer review blank documents on a cluttered desk, rainy city windows, moral pressure, no readable text, no logos.",,,Film & TV; Colombia; Crime; Drama; Production Still; No-text production asset; Indigenous representation
Film & TV,Film & TV,FTV-56,Colombian newsroom drama,Bogota investigative newsroom still,wan2.7-image,ok,assets/wan2.7-image_FTV-56.png,"Create a realistic production still for a Colombian investigative newsroom drama in Bogotá. Afro-Colombian editor, young reporter, and Indigenous photographer review blank documents on a cluttered desk, rainy city windows, moral pressure, no readable text, no logos.",,,Film & TV; Colombia; Crime; Drama; Production Still; No-text production asset; Indigenous representation
Film & TV,Film & TV,FTV-57,Cuban music period drama,Havana recording studio still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-57.png,"Create a cinematic still for a Cuban 1950s music period drama in a Havana recording studio. Afro-Cuban singer, trumpet player, sound engineer, vintage microphone, warm tungsten light, worn acoustic panels, cigarette haze, historically inspired wardrobe, no readable posters, no logos.",,,Film & TV; Cuba; Drama; Period drama; Music; Production Still
Film & TV,Film & TV,FTV-57,Cuban music period drama,Havana recording studio still,wan2.7-image,ok,assets/wan2.7-image_FTV-57.png,"Create a cinematic still for a Cuban 1950s music period drama in a Havana recording studio. Afro-Cuban singer, trumpet player, sound engineer, vintage microphone, warm tungsten light, worn acoustic panels, cigarette haze, historically inspired wardrobe, no readable posters, no logos.",,,Film & TV; Cuba; Drama; Period drama; Music; Production Still
Film & TV,Film & TV,FTV-58,Jamaican dancehall drama,Kingston street dance key frame,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-58.png,"Create a respectful cinematic key frame for a Jamaican dancehall drama. A young choreographer leads rehearsal in a Kingston courtyard after rain, dancers of varied ages watching, sound system speakers with blank surfaces, vibrant but realistic color, no readable graffiti, no logos.",,,Film & TV; Jamaica; Drama; Dance; Production Still; No-text production asset
Film & TV,Film & TV,FTV-58,Jamaican dancehall drama,Kingston street dance key frame,wan2.7-image,ok,assets/wan2.7-image_FTV-58.png,"Create a respectful cinematic key frame for a Jamaican dancehall drama. A young choreographer leads rehearsal in a Kingston courtyard after rain, dancers of varied ages watching, sound system speakers with blank surfaces, vibrant but realistic color, no readable graffiti, no logos.",,,Film & TV; Jamaica; Drama; Dance; Production Still; No-text production asset
Film & TV,Film & TV,FTV-59,Pacific island climate drama,Storm evacuation ensemble still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-59.png,"Create a realistic ensemble still for a Pacific island climate drama. A Polynesian family and local nurse prepare a community hall for storm evacuation, woven mats, medical supplies, children helping, tropical rain outside, dignity and urgency, no readable signs, no logos.",,,Film & TV; Pacific Islands; Family drama; Drama; Production Still
Film & TV,Film & TV,FTV-59,Pacific island climate drama,Storm evacuation ensemble still,wan2.7-image,ok,assets/wan2.7-image_FTV-59.png,"Create a realistic ensemble still for a Pacific island climate drama. A Polynesian family and local nurse prepare a community hall for storm evacuation, woven mats, medical supplies, children helping, tropical rain outside, dignity and urgency, no readable signs, no logos.",,,Film & TV; Pacific Islands; Family drama; Drama; Production Still
Film & TV,Film & TV,FTV-60,Vietnamese period drama,Imperial court costume sheet,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-60.png,"Create a costume design sheet for a Vietnamese imperial court drama. Arrange eight production studies: embroidered áo dài sleeve, royal hat silhouette, lacquer fan, silk sash, jade earring, ceremonial boot, patterned robe panel, hairpin. Elegant historical inspiration, clean spacing, no labels, no text.",,,Film & TV; Vietnam; Drama; Historical; Period drama; Legal; Costume Design; Production Board
Film & TV,Film & TV,FTV-61,Malaysian food drama,Night market cooking still,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-61.png,"Create a realistic production still for a Malaysian family food drama at a night market in Penang. Malay grandmother teaches her Chinese Malaysian and Indian Malaysian grandchildren to prepare noodles, steam, neon reflections, crowded but believable stalls with blank signs, no readable text, no logos.",,,Film & TV; China; India; Malaysia; Family drama; Drama; Reality TV; Production Still; No-text production asset; Diverse casting
Film & TV,Film & TV,FTV-61,Malaysian food drama,Night market cooking still,wan2.7-image,ok,assets/wan2.7-image_FTV-61.png,"Create a realistic production still for a Malaysian family food drama at a night market in Penang. Malay grandmother teaches her Chinese Malaysian and Indian Malaysian grandchildren to prepare noodles, steam, neon reflections, crowded but believable stalls with blank signs, no readable text, no logos.",,,Film & TV; China; India; Malaysia; Family drama; Drama; Reality TV; Production Still; No-text production asset; Diverse casting
Film & TV,Film & TV,FTV-62,Singapore legal thriller,Court corridor character poster,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-62.png,"Create a vertical character poster for a Singapore legal thriller. A Singaporean public defender stands in a courthouse corridor between glass walls, diverse clients reflected behind her, humid city light, precise professional wardrobe, premium thriller tone. Include exactly one English title: Reasonable Doubt. No other text, no logos.",,,Film & TV; Singapore; Thriller; Legal; Poster & Key Art; English text; Multilingual text test; Diverse casting
Film & TV,Film & TV,FTV-62,Singapore legal thriller,Court corridor character poster,wan2.7-image,ok,assets/wan2.7-image_FTV-62.png,"Create a vertical character poster for a Singapore legal thriller. A Singaporean public defender stands in a courthouse corridor between glass walls, diverse clients reflected behind her, humid city light, precise professional wardrobe, premium thriller tone. Include exactly one English title: Reasonable Doubt. No other text, no logos.",,,Film & TV; Singapore; Thriller; Legal; Poster & Key Art; English text; Multilingual text test; Diverse casting
Film & TV,Film & TV,FTV-63,Hong Kong police thriller,Neon alley chase storyboard,qwen-image-2.0-pro,ok,assets/qwen-image-2.0-pro_FTV-63.png,"Create a 6-panel storyboard sheet for an original Hong Kong police thriller. Same detective chases a suspect through wet neon alleys, market shutters, footbridge, stairwell, ferry pier, rooftop. Strong camera angles, motion clarity, blank panel borders only, no captions, no readable signs, no logos.",,,Film & TV; Hong Kong; Crime; Thriller; Storyboard; No-text production asset
Film & TV,Film & TV,FTV-63,Hong Kong police thriller,Neon alley chase storyboard,wan2.7-image,ok,assets/wan2.7-image_FTV-63.png,"Create a 6-panel storyboard sheet for an original Hong Kong police thriller. Same detective chases a suspect through wet neon alleys, market shutters, footbridge, stairwell, ferry pier, rooftop. Strong camera angles, motion clarity, blank panel borders only, no captions, no readable signs, no logos.",,,Film & TV; Hong Kong; Crime; Thriller; Storyboard; No-text production asset
